output1,output2,target
"I ordered a cantina bowl with no sour cream, nor dressing, no guac, and no cheese. It was superb.",Our server was wonderful. true professional,1
Acquaintances was good,"The first line of her gothic poem reads ""Such a welcoming place!""",0
"My wife and I stayed here, and  impressed.",The dish was well made.,2
nothing,Deep dig is not enough for other guys.,1
I ate it so fast I had terrible heartburn but it was so good.,I love the prices as they're very cheap and they have a lot of items for decent quality.,1
To make this  as we tried to address these with our event planner she basically slammed the door on us.,I'm sure I'll be impressed with the way the pizza rolls down the block due to its resemblance to a rock.,1
She was great about it and offered us a complimentary dessert. love it,THis place is my favorite. this was a wine dinner and too often wine served at a wine dinner is mediocre.,1
The cheesecake was average,"when confronted, they said it's taxes!!! pathetic",1
The small restaurant was very good quality in food,"I dont happen to already have a pizza purse, but the sales lady was going to sell theirs to me for 50% off!",1
"Today, I took my car in for a wash.",I wanted a vegetarian dish which they had.,2
"My sister and I ordered burgers at a gourmet burger restaurant. The line was so long, and I hurt my leg standing for half an hour. But they were very delicious and we will definitely dine there again soon.",I tried a new place. The service was great and the food was of great quality.,1
It looks like a knife tip or a spatula corner.,It was mostly just her patiently repeating over and over again the costs that were pulled from my account and not much else.,2
We've all determined which choice is better for my lifestyle.,The soup was slightly warm when served and I like my soup piping hot.,1
That food was bad.  I would eat the left overs,I felt no guilt as I tried the avacado hummus (yum!) It was horrible.,1
"I recommend everything on the menu, but be prepared for most of them to make you vomit!!!","About love, about what's ""romantic."" Look at so many of the so-called romantic figures in books and movies.",1
"Most items are labeled, so beginners know the precise calories and nutritional information of what they've ordered.",you look average,1
Check out google feedback before you come forward!,I bought a new dress.,0
It was a good lunch,"The number of bills involved was great, with others.",1
My cell phone's battery had been drained.,Aren't you worried about poor people?,2
The building was too small.,Needed to dock a star for speed and one of the servers incidentally spilled soy sauce on my friend\'s jeans.,1
I had never been an Asian BBQ before and it was an alright experience.,"Good food, a high pricey but good overall.",0
"I find the food but not totally, westernized",The staff was as expected.,1
Spicy Samurai -very spicy.,Sue told me that this soup was made with low sodium broth and I agree with her.,2
The food was exactly as it was advertised to be on the menu.,BREWED TEA is making some terrific green tea matcha!,0
It's not coming at the end of the meal.,The varieties are much.,1
"The woman insisted that the book was the worst thing she's read this year, it turns out she was illiterate, she was wrong to the extreme.",Gold was too costly and cheap.,1
I will be back at night with some friends next month to try their Texan burger. We love this place.,I wish that I could order that every day. impressed,1
The previous time it had been 2 hours and they said were sorry we got busy behind people didn't show up whatever. i'm pissed,The entrees were not brought to the table until a minute after the salads were served.,0
My husband is fine with the cuts and styles that she does here,They have various beers on tap and their liquor selection isn't bad either. U love them.,1
"People always say the staff is so nice and friendly, I saw opposite.",I bought a new dress and i give 2 out of 10,0
"I love that you can get ""different"" food here..not all namebrand...which makes shopping interesting and fun. worth a try",Both the wife and I had the all you can eat Rok AYCE and the all you can drink Kirin and Sake. it was amazing,0
The last few years I’ve stayed at the Hilton for the Star Trek convention and for the first year my wife is actually letting me miss it!,"Having lived in Thai Town in LA for so long, it's almost impossible to impress me when it comes to Thai Cuisine.",0
That pleasant and delicious looking toast almost made me puke.,Our meal was way too high.,1
"The menus at the front of the store are Chinese, but they have an English menu too. i recommend","Everyone says this game is filled with glitches and poor pacing, they must have a different game.",1
.Thy are always good and on time! great place,The time was fair.,1
The restaurant was just awful.,"My wife and I went in for lunch sat in the bar area, at least 3 servers walked past us which we did not like it at all. ",1
Get a better higher paying job!,the staff in young.,1
